,x,y
0,17.915871726066136,13.598335964214044
1,-6.269319383674709,-14.048996128237473
2,-13.618294956931456,-9.060827739802342
3,-2.7310782675213043,-3.6786771506684794
4,77.84254962812393,-22.45788463918455
5,-5.147687996088095,-14.13058333896456
6,-13.339199424985393,-14.113584977812947
7,67.68090069466967,-24.483716675036625
8,77.84254962812393,-22.457884639184563
9,-4.758936133983966,-13.32803036738845
10,-8.233748468689232,-9.046348719324262
11,-17.820244864830464,-11.41431690324677
12,14.795924656034675,-14.029899593195532
13,42.43597135109276,1.3959593584477683
14,-16.95876866024583,-6.8508733816837974
15,-20.522399691261892,-7.872422122304434
16,19.268641406863583,-6.630722447903771
17,18.748754609188865,11.986665303103416
18,-13.647135593288034,-5.710708897412353
19,42.05626318528268,-1.7089682908206938
20,-11.976724839600609,-2.767028088004297
21,9.314570442220374,-6.97302866495458
22,-6.17781450826028,-5.84131078558584
23,-14.885256166672024,-2.3856040908402854
24,41.46533342533225,-1.3489434516848005
25,-12.359000391000286,4.510352302537362
26,-19.84999436767624,-0.2486761292074756
27,-18.4627949094775,-1.5419355118512068
28,-19.44519084506989,5.181386985419535
29,-1.0820122944606707,-0.21855752865876404
30,-17.318928132132253,7.100208975910449
31,-8.591439425284559,4.301150480787207
32,3.681816739753825,-7.863711136154903
33,2.015161947741841,15.91999254983505
34,23.92851397634357,-3.678634308687767
35,-13.89094935662733,12.686660906550891
36,-6.881887944504891,13.518087963491666
37,14.54317098940689,-2.3868891123064286
38,3.1840343268177738,6.516726955714628
39,4.938821948281118,8.472549546256428
40,-15.347811722466743,16.447914468408843
41,46.46814813047006,-11.957365889876746
42,28.690466449891446,-6.790099669889892
43,2.8529769015002193,15.759861566209613
44,73.76341657157302,-19.42121799723415
45,21.49818330622908,-2.6528657591385607
